movie,speaker,utterance,srt_index,emotion,emotion_id,start_time,end_time
DragonII,Hiccup,sneaking in to rescue them.,0193,neutral,4,"00:15:20,086","00:15:21,712"
DragonII,Hiccup,What do-gooder?,0194,others,7,"00:15:21,879","00:15:23,589"
DragonII,Hiccup,How do you suppose we explain this mess to Drago Bludvist?,0199,others,7,"00:15:35,768","00:15:38,895"
DragonII,Hiccup,Just give us back our dragon and we'll go...,0209,neutral,4,"00:16:07,342","00:16:10,135"
DragonII,Hiccup,Sorry. Got held up.,0237,neutral,4,"00:17:39,767","00:17:41,393"
DragonII,Hiccup,"Dad, could I have a word?",0238,neutral,4,"00:17:41,561","00:17:42,769"
DragonII,Hiccup,Something you're itching to tell me?,0239,neutral,4,"00:17:42,937","00:17:44,980"
DragonII,Hiccup,"Absolutely. You got it, sir.",0249,neutral,4,"00:18:08,379","00:18:10,297"
DragonII,Hiccup,There you go. Go on. Have away.,0256,others,7,"00:18:32,862","00:18:35,238"
DragonII,Hiccup,Really? Your Night Fury and Deadly Nadder didn't bring them cheering to the rooftops?,0261,neutral,4,"00:18:47,794","00:18:51,838"
DragonII,Hiccup,"No, this was different.",0262,neutral,4,"00:18:52,006","00:18:53,507"
DragonII,Hiccup,Not the standard run-for-the-hills hoo-ha I've come to enjoy.,0263,neutral,4,"00:18:53,674","00:18:56,802"
DragonII,Hiccup,These guys were trappers.,0264,neutral,4,"00:18:56,969","00:18:59,471"
DragonII,Hiccup,All blown apart and stuck in giant spikes of ice. Lt was weird!,0267,neutral,4,"00:19:02,892","00:19:07,187"
DragonII,Hiccup,I've never seen anything like it.,0268,neutral,4,"00:19:07,355","00:19:09,272"
DragonII,Hiccup,Once we make the big announcement!,0275,others,7,"00:19:27,166","00:19:29,751"
DragonII,Hiccup,Or at least the guy they work for is.,0277,neutral,4,"00:19:34,549","00:19:37,467"
DragonII,Hiccup,Bludvist? Drago Bludvist?,0284,neutral,4,"00:19:52,650","00:19:55,402"
DragonII,Hiccup,Yeah. Wait.,0285,neutral,4,"00:19:55,570","00:19:57,237"
DragonII,Hiccup,Get them into their pens! Quickly!,0299,neutral,4,"00:20:31,188","00:20:32,856"
DragonII,Hiccup,"Then, let's ride back out there.",0300,neutral,4,"00:20:33,024","00:20:34,858"
DragonII,Hiccup,War?,0305,others,7,"00:20:45,745","00:20:46,786"
DragonII,Hiccup,"Dad, if Drago is coming for our dragons...",0306,others,7,"00:20:46,954","00:20:49,456"
DragonII,Hiccup,we can't wait around for him to get here.,0307,others,7,"00:20:49,624","00:20:52,000"
DragonII,Hiccup,Hiccup!,0316,neutral,4,"00:21:12,730","00:21:14,272"
DragonII,Hiccup,worried we might turn up empty-handed.,0331,neutral,4,"00:22:06,367","00:22:08,535"
DragonII,Hiccup,Nope. It's your lucky day. We give up.,0332,neutral,4,"00:22:08,703","00:22:12,247"
DragonII,Hiccup,"That's one Night Fury, one Deadly Nadder...",0333,neutral,4,"00:22:13,874","00:22:17,752"
DragonII,Hiccup,"That ought to make the boss happy, right?",0335,neutral,4,"00:22:21,215","00:22:23,383"
DragonII,Hiccup,Unless you do that.,0341,neutral,4,"00:22:37,314","00:22:39,024"
DragonII,Hiccup,Not good.,0343,neutral,4,"00:22:43,362","00:22:44,738"
DragonII,Hiccup,How is this a plan?,0345,neutral,4,"00:22:50,286","00:22:51,870"
DragonII,Hiccup,One end coats the blade in Monstrous Nightmare saliva.,0347,neutral,4,"00:22:54,874","00:22:58,084"
DragonII,Hiccup,He can be really persuasive.,0358,neutral,4,"00:23:27,990","00:23:29,949"
DragonII,Hiccup,Once you've earned his loyalty...,0359,neutral,4,"00:23:30,117","00:23:31,451"
DragonII,Hiccup,You won't be changing any minds around here.,0361,neutral,4,"00:23:35,122","00:23:37,290"
DragonII,Hiccup,I can change yours.,0362,neutral,4,"00:23:37,458","00:23:38,833"
DragonII,Hiccup,We're here to rescue you!,0377,neutral,4,"00:24:37,101","00:24:39,144"
DragonII,Hiccup,Of all the irresponsible...,0387,others,7,"00:25:06,130","00:25:07,839"
DragonII,Hiccup,I'm trying to protect our dragons and stop a war!,0388,others,7,"00:25:08,007","00:25:10,800"
DragonII,Hiccup,I'm still going to try.,0413,neutral,4,"00:26:39,181","00:26:40,682"
DragonII,Hiccup,This is what I'm good at.,0414,neutral,4,"00:26:43,269","00:26:44,769"
DragonII,Hiccup,And if I could change your mind...,0415,neutral,4,"00:26:44,937","00:26:47,605"
DragonII,Hiccup,Okay!,0423,neutral,4,"00:27:05,791","00:27:07,083"
DragonII,Hiccup,"Don't worry, bud.",0424,neutral,4,"00:27:27,938","00:27:29,355"
DragonII,Hiccup,I'm not gonna let anything happen to you.,0425,neutral,4,"00:27:29,732","00:27:32,191"
DragonII,Hiccup,I promise.,0426,disgust,1,"00:27:32,860","00:27:34,569"
DragonII,Hiccup,"Come on, Dad!",0427,surprise,6,"00:27:42,286","00:27:43,828"
DragonII,Hiccup,Really?,0428,neutral,4,"00:27:43,996","00:27:45,288"
DragonII,Hiccup,Okay.,0429,neutral,4,"00:27:53,672","00:27:55,131"
DragonII,Hiccup,No sudden moves.,0430,fear,2,"00:27:55,841","00:27:57,633"
DragonII,Hiccup,Hey! You left my dragon back there!,0433,others,7,"00:29:25,889","00:29:29,100"
DragonII,Hiccup,He can't fly on his own! He will drown!,0434,fear,2,"00:29:29,268","00:29:31,602"
DragonII,Hiccup,Hey!,0435,others,7,"00:29:53,625","00:29:54,625"
DragonII,Hiccup,We have to head back for my dragon!,0436,fear,2,"00:29:55,794","00:29:57,795"
DragonII,Hiccup,How is this possible?,0447,others,7,"00:32:07,926","00:32:09,635"
DragonII,Hiccup,You're not upset?,0479,neutral,4,"00:35:02,768","00:35:04,268"
DragonII,Hiccup,What? No. I don't know.,0480,neutral,4,"00:35:04,436","00:35:06,687"
DragonII,Hiccup,"It's a bit much to get my head around, to be frank.",0481,neutral,4,"00:35:06,855","00:35:09,023"
DragonII,Hiccup,It's not every day you find out...,0482,neutral,4,"00:35:09,191","00:35:10,733"
DragonII,Hiccup,"At least I'm not boring, right?",0484,neutral,4,"00:35:19,785","00:35:23,370"
DragonII,Hiccup,Do you like it?,0486,neutral,4,"00:35:28,376","00:35:30,419"
DragonII,Hiccup,"Did Drago or his trappers do this, too?",0503,neutral,4,"00:36:40,490","00:36:43,033"
DragonII,Hiccup,Yeah...,0504,neutral,4,"00:36:44,452","00:36:45,578"
DragonII,Hiccup,The crazy thing is...,0505,neutral,4,"00:36:47,122","00:36:49,248"
DragonII,Hiccup,"Hey, it's okay, though.",0507,neutral,4,"00:36:54,254","00:36:56,130"
DragonII,Hiccup,He got me back!,0508,neutral,4,"00:36:56,298","00:36:57,423"
DragonII,Hiccup,"Right, bud?",0509,neutral,4,"00:36:57,591","00:36:58,841"
DragonII,Hiccup,"You couldn't save all of me, could you?",0510,neutral,4,"00:36:59,009","00:37:00,718"
DragonII,Hiccup,He didn't take it all that well.,0514,neutral,4,"00:37:14,441","00:37:16,650"
DragonII,Hiccup,They all did.,0516,neutral,4,"00:37:20,614","00:37:22,531"
DragonII,Hiccup,all because I couldn't kill a dragon.,0545,neutral,4,"00:39:11,766","00:39:14,685"
DragonII,Hiccup,but I believed you would be safer if I did.,0548,neutral,4,"00:39:20,650","00:39:23,527"
DragonII,Hiccup,A safe haven for dragons everywhere.,0558,neutral,4,"00:39:56,770","00:39:59,605"
DragonII,Hiccup,"Wait, that's the ice-spitter?",0559,neutral,4,"00:40:00,482","00:40:02,608"
DragonII,Hiccup,"Then, from Dragon Island...",0602,neutral,4,"00:43:01,454","00:43:03,038"
DragonII,Hiccup,I don't even feel the cold. I just feel...,0606,happy,3,"00:44:07,312","00:44:10,564"
DragonII,Hiccup,"This is what it is to be a dragon, Hiccup.",0608,happy,3,"00:44:15,695","00:44:20,574"
DragonII,Hiccup,Like...,0622,surprise,6,"00:45:49,956","00:45:51,039"
DragonII,Hiccup,Now you can make those tight turns.,0624,happy,3,"00:45:57,255","00:45:59,798"
DragonII,Hiccup,"We will make it a better, safer place.",0635,happy,3,"00:46:36,752","00:46:39,504"
DragonII,Hiccup,Yeah.,0636,happy,3,"00:46:39,672","00:46:41,298"
DragonII,Hiccup,That sounds amazing.,0637,happy,3,"00:46:41,466","00:46:43,550"
DragonII,Hiccup,This is so great!,0638,happy,3,"00:46:55,855","00:46:57,689"
DragonII,Hiccup,No!,0707,neutral,4,"00:51:45,603","00:51:46,603"
DragonII,Hiccup,"Well, bud, we can't wait around for Drago to attack this place.",0708,neutral,4,"00:51:58,741","00:52:03,620"
DragonII,Hiccup,Easy now.,0711,surprise,6,"00:52:16,050","00:52:17,550"
DragonII,Hiccup,"Mom, you'd never even recognize it.",0768,neutral,4,"00:56:16,165","00:56:19,000"
DragonII,Hiccup,"Where we used to make weapons, we now build saddles, wing-slings.",0769,happy,3,"00:56:19,168","00:56:22,462"
DragonII,Hiccup,We even fix dragon teeth!,0770,neutral,4,"00:56:22,629","00:56:24,797"
DragonII,Hiccup,I've still got a few knocking around in here.,0779,happy,3,"00:56:59,625","00:57:02,293"
DragonII,Hiccup,"And once you move back in, with all your dragons...",0780,happy,3,"00:57:02,461","00:57:05,004"
DragonII,Hiccup,Drago won't even stand a chance.,0781,happy,3,"00:57:05,172","00:57:07,298"
DragonII,Hiccup,Where have you been?,0860,neutral,4,"01:03:36,229","01:03:37,563"
DragonII,Hiccup,That's your mother?,0862,happy,3,"01:03:52,412","01:03:53,913"
DragonII,Hiccup,What shame he must feel.,0897,angry,0,"01:08:18,887","01:08:21,764"
DragonII,Hiccup,"All of this loss, and for what?",0898,angry,0,"01:08:23,016","01:08:26,393"
DragonII,Hiccup,To rule the world?,0900,neutral,4,"01:08:28,438","01:08:30,355"
DragonII,Hiccup,"Dragons are kind, amazing creatures...",0901,neutral,4,"01:08:30,565","01:08:34,109"
DragonII,Hiccup,and liberate the people of this world.,0911,neutral,4,"01:09:05,600","01:09:08,268"
DragonII,Hiccup,You need dragons to conquer other dragons.,0913,neutral,4,"01:09:10,730","01:09:15,067"
DragonII,Hiccup,Or maybe you need dragons to conquer people.,0914,disgust,1,"01:09:15,235","01:09:18,779"
DragonII,Hiccup,To control those who follow you...,0915,disgust,1,"01:09:18,947","01:09:21,740"
DragonII,Hiccup,Clever boy.,0917,neutral,4,"01:09:26,913","01:09:28,622"
DragonII,Hiccup,The world wants peace.,0918,neutral,4,"01:09:28,790","01:09:31,416"
DragonII,Hiccup,And we have the answer back on Berk.,0919,neutral,4,"01:09:31,584","01:09:34,753"
DragonII,Hiccup,you are nothing.,0935,neutral,4,"01:10:43,156","01:10:45,741"
DragonII,Hiccup,"No, you...",0952,fear,2,"01:12:03,903","01:12:05,904"
DragonII,Hiccup,No! Get away from him!,0955,others,7,"01:12:53,202","01:12:54,453"
DragonII,Hiccup,Gather the men and meet me at Berk!,0964,others,7,"01:13:41,000","01:13:43,085"
DragonII,Hiccup,A friend.,0976,sad,5,"01:14:41,894","01:14:43,395"
DragonII,Hiccup,I'm not the chief that you wanted me to be.,0978,sad,5,"01:15:32,612","01:15:36,323"
DragonII,Hiccup,And I'm not the peacekeeper I thought I was.,0979,sad,5,"01:15:36,490","01:15:40,285"
DragonII,Hiccup,I was so afraid of becoming my dad.,0992,neutral,4,"01:16:54,360","01:16:57,904"
DragonII,Hiccup,Mostly because I thought I never could.,0993,neutral,4,"01:16:59,448","01:17:02,409"
DragonII,Hiccup,How do you become someone that great?,0994,neutral,4,"01:17:02,576","01:17:06,288"
DragonII,Hiccup,That brave? That selfless?,0995,neutral,4,"01:17:06,455","01:17:10,750"
DragonII,Hiccup,I guess you can only try.,0996,neutral,4,"01:17:13,921","01:17:17,257"
DragonII,Hiccup,A chief protects his own.,0997,neutral,4,"01:17:24,056","01:17:27,058"
DragonII,Hiccup,He took all the dragons.,1000,happy,3,"01:17:35,151","01:17:37,110"
DragonII,Hiccup,"But won't that Bewilderbeast just take control of these guys, too?",1005,neutral,4,"01:17:58,924","01:18:02,802"
DragonII,Hiccup,He took all the dragons!,1022,neutral,4,"01:19:51,078","01:19:52,954"
DragonII,Hiccup,He will not miss a second time.,1046,others,7,"01:21:40,396","01:21:43,815"
DragonII,Hiccup,"It wasn't your fault, bud.",1047,others,7,"01:21:44,233","01:21:45,984"
DragonII,Hiccup,My best friend.,1053,happy,3,"01:22:21,437","01:22:23,271"
DragonII,Hiccup,Hang on!,1057,happy,3,"01:22:39,997","01:22:41,205"
DragonII,Hiccup,Do something!,1059,neutral,4,"01:22:57,640","01:22:59,140"
DragonII,Hiccup,We need to get those two apart.,1060,neutral,4,"01:22:59,308","01:23:01,184"
DragonII,Hiccup,"We have to block him out, Toothless.",1061,neutral,4,"01:23:12,071","01:23:14,238"
DragonII,Hiccup,"Do you trust me, bud?",1062,neutral,4,"01:23:14,406","01:23:16,407"
DragonII,Hiccup,Now!,1073,others,7,"01:23:47,564","01:23:48,564"
DragonII,Hiccup,Hiccup!,1084,happy,3,"01:25:11,607","01:25:12,857"
DragonII,Hiccup,Now do you get it?,1091,neutral,4,"01:26:34,106","01:26:35,439"
DragonII,Hiccup,This is what it is to earn a dragon's loyalty.,1092,neutral,4,"01:26:35,607","01:26:38,943"
DragonII,Hiccup,Never!,1094,angry,0,"01:26:43,282","01:26:44,448"
DragonII,Hiccup,The alpha protects them all.,1097,happy,3,"01:27:43,508","01:27:46,010"
DragonII,Hiccup,"You never cease to amaze me, bud.",1098,happy,3,"01:28:45,737","01:28:48,364"
DragonII,Hiccup,You'd make a good trapper.,1110,neutral,4,"01:29:28,780","01:29:30,448"
DragonII,Hiccup,Your father would be every bit as proud as I am.,1114,happy,3,"01:29:45,797","01:29:49,759"
DragonII,Hiccup,Thank you.,1115,happy,3,"01:29:49,926","01:29:51,385"
DragonII,Stoick,And Hiccup is...,0023,neutral,4,"00:02:42,412","00:02:43,871"
DragonII,Stoick,even top-of-the-line fire prevention if I do say so myself.,0037,neutral,4,"00:03:23,078","00:03:26,831"
DragonII,Stoick,Astrid!,0063,happy,3,"00:04:37,194","00:04:38,194"
DragonII,Stoick,Well played!,0064,happy,3,"00:04:38,278","00:04:39,654"
DragonII,Stoick,Stormfly!,0067,happy,3,"00:04:48,580","00:04:49,580"
DragonII,Stoick,"Not quite the itch you're thinking of, but yes.",0240,neutral,4,"00:17:45,148","00:17:47,733"
DragonII,Stoick,"Dad, this is actually a little more important than building saddles.",0250,neutral,4,"00:18:10,465","00:18:13,258"
DragonII,Stoick,"Aye, Gobber's right, son.",0272,neutral,4,"00:19:19,158","00:19:20,492"
DragonII,Stoick,"Besides, you'll have more important uses for your time.",0274,happy,3,"00:19:22,078","00:19:25,080"
DragonII,Stoick,Yeah.,0283,neutral,4,"00:19:50,857","00:19:51,898"
DragonII,Stoick,You know him?,0286,others,7,"00:19:57,738","00:19:58,905"
DragonII,Stoick,in some faraway land?,0295,others,7,"00:20:20,177","00:20:21,636"
DragonII,Stoick,without conscience or mercy.,0297,others,7,"00:20:24,140","00:20:26,308"
DragonII,Stoick,"And if he's built a dragon army, gods help us all.",0298,others,7,"00:20:26,475","00:20:31,021"
DragonII,Stoick,We'll follow those trappers to Drago and talk some sense into him.,0301,others,7,"00:20:35,026","00:20:38,361"
DragonII,Stoick,It's our duty to keep the peace!,0303,others,7,"00:20:40,489","00:20:42,032"
DragonII,Stoick,"No, some minds won't be changed, Hiccup.",0309,others,7,"00:20:55,379","00:20:57,422"
DragonII,Stoick,Berk is what you need to worry about.,0310,others,7,"00:20:57,590","00:20:59,841"
DragonII,Stoick,Come on!,0317,others,7,"00:21:16,025","00:21:17,067"
DragonII,Stoick,That's what I figured.,0384,neutral,4,"00:24:59,790","00:25:00,790"
DragonII,Stoick,How is that irresponsible?,0389,angry,0,"00:25:10,968","00:25:12,260"
DragonII,Stoick,"Because war is what he wants, son!",0390,neutral,4,"00:25:12,428","00:25:14,804"
DragonII,Stoick,Stupid. Good one.,0403,neutral,4,"00:26:02,436","00:26:04,437"
DragonII,Stoick,burning the hall to the ground.,0409,neutral,4,"00:26:20,246","00:26:22,247"
DragonII,Stoick,I was the only one to escape.,0410,neutral,4,"00:26:26,085","00:26:28,670"
DragonII,Stoick,Men who kill without reason cannot be reasoned with.,0411,others,7,"00:26:33,425","00:26:37,178"
DragonII,Stoick,Let's go. No!,0418,angry,0,"00:26:53,570","00:26:54,696"
DragonII,Stoick,Lead the others back to Berk.,0419,neutral,4,"00:26:54,863","00:26:56,864"
DragonII,Stoick,"Well, not much has changed, actually.",0457,neutral,4,"00:32:52,596","00:32:54,930"
DragonII,Stoick,"You know what he's like. He won't give up, Gobber.",0458,neutral,4,"00:32:57,059","00:33:00,061"
DragonII,Stoick,so long as that Night Fury's around. It's a Night Fury!,0461,neutral,4,"00:33:06,860","00:33:10,237"
DragonII,Stoick,Are you kidding me? How did you get in here?,0712,neutral,4,"00:52:17,718","00:52:19,552"
DragonII,Stoick,"Shout, scream, say something!",0746,others,7,"00:54:02,656","00:54:05,533"
DragonII,Stoick,You wouldn't believe how much everything's changed.,0771,neutral,4,"00:56:24,965","00:56:27,050"
DragonII,Stoick,Our son has changed Berk for the better.,0772,neutral,4,"00:56:27,217","00:56:29,802"
DragonII,Stoick,I'm a little out of practice.,0775,neutral,4,"00:56:47,905","00:56:50,948"
DragonII,Stoick,"Well, you know...",0776,happy,3,"00:56:51,116","00:56:52,909"
DragonII,Stoick,Everything will be okay!,0782,neutral,4,"00:57:07,466","00:57:09,217"
DragonII,Stoick,"Remember our song, Val?",0786,neutral,4,"00:57:41,083","00:57:43,251"
DragonII,Stoick,I'll swim and sail on savage seas,0787,neutral,4,"00:57:44,670","00:57:50,842"
DragonII,Stoick,And gladly ride the waves of life,0789,neutral,4,"00:57:58,684","00:58:03,688"
DragonII,Stoick,If you will marry me,0790,neutral,4,"00:58:05,399","00:58:09,694"
DragonII,Stoick,No scorching sun,0791,neutral,4,"00:58:11,989","00:58:14,532"
DragonII,Stoick,If you will promise me your heart,0795,neutral,4,"00:58:26,128","00:58:31,716"
DragonII,Stoick,"I'd even sing you poetry Oh, would you?",0804,happy,3,"00:59:09,421","00:59:11,714"
DragonII,Stoick,And I would keep you from all harm,0805,happy,3,"00:59:12,299","00:59:14,467"
DragonII,Stoick,No need for drastic measures.,0820,happy,3,"00:59:53,590","00:59:56,092"
DragonII,Stoick,"For you, my dear...",0821,happy,3,"00:59:56,885","00:59:58,511"
DragonII,Stoick,anything.,0822,happy,3,"00:59:59,513","01:00:01,055"
DragonII,Stoick,"Will you come home, Val?",0823,happy,3,"01:00:02,266","01:00:04,267"
DragonII,Stoick,Will you be my wife once again?,0824,happy,3,"01:00:05,686","01:00:08,271"
DragonII,Stoick,Great! I'll do the cooking.,0827,happy,3,"01:00:24,705","01:00:26,872"
DragonII,Stoick,"Oh, no.",0832,others,7,"01:01:02,743","01:01:04,118"
DragonII,Stoick,Val?,0833,others,7,"01:01:04,619","01:01:05,619"
DragonII,Stoick,"Val! It's all right, it's all right.",0834,others,7,"01:01:05,787","01:01:07,913"
DragonII,Stoick,We have to save the dragons.,0836,neutral,4,"01:01:11,001","01:01:12,752"
DragonII,Stoick,Thank you.,0876,neutral,4,"01:05:45,609","01:05:46,609"
DragonII,Stoick,"For you, my dear...",0877,neutral,4,"01:05:46,693","01:05:47,943"
DragonII,Stoick,I watched you burn!,0883,angry,0,"01:06:03,960","01:06:05,961"
DragonII,Stoick,"Now, finish her!",0888,neutral,4,"01:07:20,870","01:07:23,622"
DragonII,Stoick,What in...,0923,fear,2,"01:09:50,520","01:09:51,520"
Dragon,StoicktheVast,"I've been his apprentice since I was little. Well, littler.",0034,neutral,4,"00:02:36,448","00:02:40,910"
Dragon,StoicktheVast,"See? Old village, lots and lots of new houses.",0037,neutral,4,"00:02:47,459","00:02:50,753"
Dragon,StoicktheVast,Do not let them escape! Right!,0095,angry,0,"00:06:39,483","00:06:41,901"
Dragon,StoicktheVast,Just stop.,0104,angry,0,"00:07:47,300","00:07:49,051"
Dragon,StoicktheVast,"Every time you step outside, disaster follows.",0105,angry,0,"00:07:49,386","00:07:52,429"
Dragon,StoicktheVast,Can you not see that I have bigger problems?,0106,angry,0,"00:07:52,597","00:07:54,640"
Dragon,StoicktheVast,"Between you and me, the village could do with a little less feeding.",0108,angry,0,"00:07:59,563","00:08:03,649"
Dragon,StoicktheVast,"This isn't a joke, Hiccup!",0109,angry,0,"00:08:03,817","00:08:05,734"
Dragon,StoicktheVast,"It's who I am, Dad.",0112,others,7,"00:08:14,035","00:08:16,036"
Dragon,StoicktheVast,Get back to the house.,0114,neutral,4,"00:08:21,751","00:08:23,377"
Dragon,StoicktheVast,It's the only way we'll be rid of them.,0133,neutral,4,"00:09:31,655","00:09:33,822"
Dragon,StoicktheVast,"If we find the nest and destroy it,",0134,angry,0,"00:09:33,990","00:09:35,991"
Dragon,StoicktheVast,the dragons will leave. They'll find another home!,0135,neutral,4,"00:09:36,159","00:09:39,328"
Dragon,StoicktheVast,Those ships never come back.,0137,angry,0,"00:09:42,165","00:09:44,166"
Dragon,StoicktheVast,"No, I'm serious. So am I.",0151,neutral,4,"00:10:18,994","00:10:21,203"
Dragon,StoicktheVast,"No, you don't.",0155,neutral,4,"00:10:27,752","00:10:28,961"
Dragon,StoicktheVast,"It taught me what a Viking could do, Gobber.",0167,others,7,"00:11:01,745","00:11:04,371"
Dragon,StoicktheVast,I did this.,0184,neutral,4,"00:14:07,388","00:14:09,306"
Dragon,StoicktheVast,"...I have to talk to you, Dad.",0187,neutral,4,"00:15:27,135","00:15:29,177"
Dragon,StoicktheVast,"You go first. No, you go first.",0191,neutral,4,"00:15:36,728","00:15:39,438"
Dragon,StoicktheVast,All right.,0192,neutral,4,"00:15:39,606","00:15:40,689"
Dragon,StoicktheVast,I don't want to fight dragons.,0199,others,7,"00:15:58,541","00:16:00,751"
Dragon,StoicktheVast,"Rephrase. Dad, I can't kill dragons.",0201,neutral,4,"00:16:02,503","00:16:06,381"
Dragon,StoicktheVast,"This is serious, son.",0205,neutral,4,"00:16:13,723","00:16:15,891"
Dragon,StoicktheVast,"Which means you walk like us, you talk like us...",0207,neutral,4,"00:16:21,481","00:16:25,150"
Dragon,StoicktheVast,Deal.,0213,neutral,4,"00:16:38,456","00:16:39,581"
Dragon,StoicktheVast,Good.,0214,neutral,4,"00:16:41,209","00:16:42,209"
Dragon,StoicktheVast,I can almost smell them.,0328,neutral,4,"00:24:52,116","00:24:54,075"
Dragon,StoicktheVast,Come over here. Hurry!,0458,neutral,4,"00:43:09,671","00:43:10,837"
Dragon,StoicktheVast,He can barely walk through the village without being swarmed by his new fans.,0461,others,7,"00:43:18,263","00:43:22,015"
Dragon,StoicktheVast,I have?,0492,neutral,4,"00:47:29,096","00:47:30,472"
Dragon,StoicktheVast,So...,0496,others,7,"00:47:41,484","00:47:42,776"
Dragon,StoicktheVast,"You were? And believe me, it only gets better!",0503,others,7,"00:48:04,966","00:48:07,634"
Dragon,StoicktheVast,Wait till you spill a Nadder's guts the first time!,0504,others,7,"00:48:07,802","00:48:10,554"
Dragon,StoicktheVast,All those years of the worst Viking Berk has ever seen.,0507,others,7,"00:48:17,562","00:48:21,731"
Dragon,StoicktheVast,"Odin, it was rough. I almost gave up on you.",0508,others,7,"00:48:21,899","00:48:25,193"
Dragon,StoicktheVast,And all the while you were holding out on me!,0509,happy,3,"00:48:25,361","00:48:27,612"
Dragon,StoicktheVast,...we finally have something to talk about.,0512,others,7,"00:48:35,162","00:48:37,831"
Dragon,StoicktheVast,"Here, I brought you something,",0513,others,7,"00:48:51,554","00:48:55,181"
Dragon,StoicktheVast,"Late for what, exactly?",0531,neutral,4,"00:50:31,654","00:50:34,197"
Dragon,StoicktheVast,"You've done it, Hiccup! You get to kill the dragon!",0533,happy,3,"00:50:48,629","00:50:52,882"
Dragon,StoicktheVast,"Hiccup would go from, well, being Hiccup",0620,neutral,4,"01:00:11,733","01:00:16,320"
Dragon,StoicktheVast,"to placing first in dragon training, well, I would have tied him to a mast",0621,neutral,4,"01:00:16,488","01:00:20,992"
Dragon,StoicktheVast,And you know it!,0623,neutral,4,"01:00:24,413","01:00:25,746"
Dragon,StoicktheVast,"Today, my boy becomes a Viking.",0626,happy,3,"01:00:36,383","01:00:39,802"
Dragon,StoicktheVast,Hiccup! Hiccup! Hiccup! Hiccup!,0636,neutral,4,"01:01:18,633","01:01:21,886"
Dragon,StoicktheVast,"Go on, Hiccup. Give it to him!",0639,neutral,4,"01:02:05,305","01:02:07,932"
Dragon,StoicktheVast,"I said, stop the fight!",0648,angry,0,"01:02:46,179","01:02:48,389"
Dragon,StoicktheVast,Please don't hurt him.,0662,others,7,"01:04:37,374","01:04:38,791"
Dragon,StoicktheVast,I know we did. That was before... It's all so messed up.,0666,angry,0,"01:04:54,683","01:04:58,727"
Dragon,StoicktheVast,"Take this out on me, be mad at me, but please, just don't hurt Toothless.",0669,angry,0,"01:05:06,778","01:05:10,322"
Dragon,StoicktheVast,The dragon? That's what you're worried about?,0670,angry,0,"01:05:10,490","01:05:13,659"
Dragon,StoicktheVast,He was protecting me! He's not dangerous.,0672,angry,0,"01:05:15,704","01:05:18,122"
Dragon,StoicktheVast,There's something else on their island. It's a dragon like...,0677,angry,0,"01:05:31,761","01:05:36,056"
Dragon,StoicktheVast,"For once in your life, would you please just listen to me?!",0686,angry,0,"01:06:00,665","01:06:03,626"
Dragon,StoicktheVast,You've thrown your lot in with them. You're not a Viking.,0687,angry,0,"01:06:07,380","01:06:11,175"
Dragon,StoicktheVast,Set sail!,0691,neutral,4,"01:07:15,323","01:07:16,865"
Dragon,StoicktheVast,I was wondering where that went.,0735,neutral,4,"01:11:04,886","01:11:06,970"
Dragon,StoicktheVast,Stay low and ready your weapons.,0736,neutral,4,"01:11:18,942","01:11:22,194"
Dragon,StoicktheVast,In my undies. Good thing I brought extras.,0743,neutral,4,"01:12:45,903","01:12:48,864"
Dragon,StoicktheVast,We've done it!,0746,others,7,"01:13:53,679","01:13:55,013"
Dragon,StoicktheVast,Beard of Thor! What is that?!,0749,fear,2,"01:14:32,385","01:14:34,928"
Dragon,StoicktheVast,Odin help us.,0750,neutral,4,"01:14:39,142","01:14:41,017"
Dragon,StoicktheVast,"Smart, that one. I was a fool.",0753,others,7,"01:15:11,841","01:15:13,758"
Dragon,StoicktheVast,"I think I'll stay, in case your thinking of doing something crazy.",0756,others,7,"01:15:17,597","01:15:20,557"
Dragon,StoicktheVast,Hiccup!,0790,others,7,"01:18:57,233","01:18:58,358"
Dragon,StoicktheVast,"Yeah. Me, too.",0792,others,7,"01:19:04,490","01:19:05,573"
Dragon,StoicktheVast,We're Vikings. It's an occupational hazard.,0794,others,7,"01:19:08,327","01:19:11,663"
Dragon,StoicktheVast,Son!,0823,sad,5,"01:23:37,554","01:23:38,805"
Dragon,StoicktheVast,Hiccup.,0824,sad,5,"01:23:41,850","01:23:42,934"
Dragon,StoicktheVast,I did this.,0826,sad,5,"01:24:07,960","01:24:09,419"
Dragon,StoicktheVast,He's alive. You brought him back alive.,0829,sad,5,"01:24:56,967","01:24:59,969"
Dragon,StoicktheVast,I knew it. I'm dead.,0844,happy,3,"01:27:14,146","01:27:16,355"
Dragon,StoicktheVast,"No, but you gave it your best shot. So, what do you think?",0845,neutral,4,"01:27:17,482","01:27:21,485"
Dragon,AstridHofferson,Welcome to dragon training!,0219,neutral,4,"00:16:54,138","00:16:55,764"
Dragon,AstridHofferson,"I'm hoping for some mauling, like on my shoulder or back.",0222,neutral,4,"00:17:17,787","00:17:21,373"
Dragon,AstridHofferson,Is this some kind of a joke to you?,0364,angry,0,"00:27:29,523","00:27:32,233"
Dragon,AstridHofferson,Our parents' war is about to become ours.,0365,angry,0,"00:27:32,860","00:27:35,486"
